phrase,label,category,non_comp_score,is_non_comp,n_tokens,ntp_avg_prob,ntp_avg_surprisal,ntp_entry_prob,ll_L0_avg,ll_L6_avg,ll_L12_avg,ll_L18_avg,ll_L24_avg,ll_L30_avg,ll_L36_avg,ll_L42_avg,ll_L47_avg,fl_L0_k1_prob,fl_L0_k1_top1,fl_L0_k1_top5,fl_L6_k1_prob,fl_L6_k1_top1,fl_L6_k1_top5,fl_L12_k1_prob,fl_L12_k1_top1,fl_L12_k1_top5,fl_L18_k1_prob,fl_L18_k1_top1,fl_L18_k1_top5,fl_L24_k1_prob,fl_L24_k1_top1,fl_L24_k1_top5,fl_L30_k1_prob,fl_L30_k1_top1,fl_L30_k1_top5,fl_L36_k1_prob,fl_L36_k1_top1,fl_L36_k1_top5,fl_L42_k1_prob,fl_L42_k1_top1,fl_L42_k1_top5,fl_L47_k1_prob,fl_L47_k1_top1,fl_L47_k1_top5,fl_mid_avg_prob,fl_mid_avg_surprisal,fl_L0_k2_prob,fl_L0_k2_top1,fl_L0_k2_top5,fl_L0_k3_prob,fl_L0_k3_top1,fl_L0_k3_top5,fl_L6_k2_prob,fl_L6_k2_top1,fl_L6_k2_top5,fl_L6_k3_prob,fl_L6_k3_top1,fl_L6_k3_top5,fl_L12_k2_prob,fl_L12_k2_top1,fl_L12_k2_top5,fl_L12_k3_prob,fl_L12_k3_top1,fl_L12_k3_top5,fl_L18_k2_prob,fl_L18_k2_top1,fl_L18_k2_top5,fl_L18_k3_prob,fl_L18_k3_top1,fl_L18_k3_top5,fl_L24_k2_prob,fl_L24_k2_top1,fl_L24_k2_top5,fl_L24_k3_prob,fl_L24_k3_top1,fl_L24_k3_top5,fl_L30_k2_prob,fl_L30_k2_top1,fl_L30_k2_top5,fl_L30_k3_prob,fl_L30_k3_top1,fl_L30_k3_top5,fl_L36_k2_prob,fl_L36_k2_top1,fl_L36_k2_top5,fl_L36_k3_prob,fl_L36_k3_top1,fl_L36_k3_top5,fl_L42_k2_prob,fl_L42_k2_top1,fl_L42_k2_top5,fl_L42_k3_prob,fl_L42_k3_top1,fl_L42_k3_top5,fl_L47_k2_prob,fl_L47_k2_top1,fl_L47_k2_top5,fl_L47_k3_prob,fl_L47_k3_top1,fl_L47_k3_top5,lookahead_avg,fl_L0_k4_prob,fl_L0_k4_top1,fl_L0_k4_top5,fl_L6_k4_prob,fl_L6_k4_top1,fl_L6_k4_top5,fl_L12_k4_prob,fl_L12_k4_top1,fl_L12_k4_top5,fl_L18_k4_prob,fl_L18_k4_top1,fl_L18_k4_top5,fl_L24_k4_prob,fl_L24_k4_top1,fl_L24_k4_top5,fl_L30_k4_prob,fl_L30_k4_top1,fl_L30_k4_top5,fl_L36_k4_prob,fl_L36_k4_top1,fl_L36_k4_top5,fl_L42_k4_prob,fl_L42_k4_top1,fl_L42_k4_top5,fl_L47_k4_prob,fl_L47_k4_top1,fl_L47_k4_top5
first come first served,non-compositional,idiomem,1.0,True,4,0.14831360775860958,6.298906433410425,0.015813933685421944,1.4147025958181669e-19,0.0009511830285191536,0.0011101356067229062,0.00047041286597959697,0.00044115537699932855,0.00830392063896094,0.13160642120419652,0.25304063272111915,0.180522060089667,4.235293207760389e-19,0,0,0.0016248284373432398,0,0,0.0026324959471821785,0,0,0.0009870233479887247,0,0,0.00019320182036608458,0,0,6.971682159928605e-05,0,0,2.7844926080433652e-05,0,0,2.875698010029737e-05,0,0,7.14866619091481e-05,0,0,0.00011762223584810272,13.206883796758973,0.9999998807907104,1.0,1.0,3.196489873842577e-20,0.0,0.0,0.00026011563022620976,0.0,0.0,0.000350023852661252,0.0,0.0,0.0006426057661883533,0.0,0.0,0.0004803503688890487,0.0,0.0,0.00042867937008850276,0.0,0.0,0.0001348899386357516,0.0,0.0,9.564183710608631e-05,0.0,0.0,6.402305007213727e-05,0.0,0.0,9.473488171352074e-05,0.0,0.0,6.62711954646511e-06,0.0,0.0,2.9152750357752666e-05,0.0,0.0,1.7896531971928198e-06,0.0,0.0,6.392487557604909e-05,0.0,0.0,1.348927867184102e-06,0.0,0.0,0.0002039450773736462,0.0,0.0,5.712492566090077e-06,0.0,0.0,5.32954772343904e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
hold on a second,non-compositional,idiomem,1.0,True,4,0.030584977629284065,5.88216188541566,3.048338658118155e-05,3.818323550860056e-11,0.002981705911224708,0.001885381566050152,0.0028199143319701156,0.004219265499462684,0.005715535332759221,0.007887918191651503,0.02520562553157409,0.02707791095599532,2.9884399183560124e-26,0,0,0.00043542045750655234,0,0,0.001092657563276589,0,0,0.003694093320518732,0,0,0.004930209834128618,0,0,0.004871628247201443,0,0,0.011925086379051208,0,0,0.06100567802786827,0,0,0.06476187705993652,0,1,0.0016896808140245412,12.910811423086365,7.366524111025737e-27,0.0,0.0,1.8161242041659642e-26,0.0,0.0,0.00040506458026356995,0.0,0.0,1.3097297596686985e-05,0.0,0.0,4.33293025707826e-05,0.0,0.0,4.121800429857103e-06,0.0,0.0,0.0001512868911959231,0.0,0.0,4.063279902766226e-06,0.0,0.0,0.0001355562562821433,0.0,0.0,3.276351662861998e-06,0.0,0.0,0.00010012483835453168,0.0,0.0,1.714351697046368e-06,0.0,0.0,0.00019237496599089354,0.0,0.0,2.706820168896229e-06,0.0,0.0,0.00040231598541140556,0.0,0.0,5.349083949113265e-06,0.0,0.0,0.000983357080258429,0.0,0.0,2.1118554286658764e-05,0.0,0.0,8.252127819711556e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
son of a gun,non-compositional,idiomem,1.0,True,4,0.34210588816010085,4.057421151662903,0.0002415329945506528,2.7844033005551664e-11,0.0027119573205709457,0.004938013463591536,0.014261598621184627,0.017562476724075776,0.02899161806756941,0.20349392213878068,0.46659387081551057,0.3680520605800363,1.5774048745955504e-28,0,0,0.004276738502085209,0,0,0.012363305315375328,0,1,0.03750866279006004,0,1,0.043849773705005646,0,1,0.02952534332871437,0,1,0.4992596209049225,1,1,0.9118126630783081,1,1,0.7380760908126831,1,1,0.014662262045021635,10.97303544128615,6.380082534292525e-28,0.0,0.0,7.742701369995319e-27,0.0,0.0,0.00022358106798492372,0.0,0.0,0.0001515782787464559,0.0,0.0,0.0002233670384157449,0.0,0.0,9.767717710928991e-05,0.0,0.0,0.00022259948309510946,0.0,0.0,4.345948400441557e-05,0.0,0.0,0.0001119241860578768,0.0,0.0,2.50882440013811e-05,0.0,0.0,8.949441689765081e-05,0.0,0.0,7.61829869588837e-06,0.0,0.0,0.00021171827393118292,0.0,0.0,1.1964758414251264e-05,0.0,0.0,5.702571797883138e-05,0.0,0.0,1.595728690517717e-06,0.0,0.0,0.00025149600696749985,0.0,0.0,5.101211172586773e-06,0.0,0.0,0.000131489934574347,,,,,,,,,,,,,,,,,,,,,,,,,,,
put salt on his tail,non-compositional,idiomem,1.0,True,5,0.05085280664286529,9.407310923152268,2.026669062615838e-05,4.2278653790990685e-14,0.0008128531408146955,0.00041573736012878726,0.0009418784487706944,0.0009371582299309011,0.0011146733871356673,0.0079575807538248,0.017697919817781127,0.05183257418599396,1.986981664653109e-19,0,0,3.3503449230920523e-05,0,0,3.6270923828851664e-06,0,0,2.462629254296189e-06,0,0,1.3596832104667556e-06,0,0,2.812897150761273e-07,0,0,5.084395411358855e-07,0,0,1.9900870995570585e-07,0,0,3.2463542538607726e-06,0,0,4.0250904142169475e-05,17.649354969437795,3.250485057679256e-19,0.0,0.0,2.3638594012107893e-20,0.0,0.0,0.0002596929552964866,0.0,0.0,8.522051939507946e-05,0.0,0.0,0.00014911829202901572,0.0,0.0,1.4649811419076286e-05,0.0,0.0,0.0002111146750394255,0.0,0.0,1.5952855392242782e-05,0.0,0.0,0.00014806944818701595,0.0,0.0,1.1329035260132514e-05,0.0,0.0,5.0801143515855074e-05,0.0,0.0,3.107982138317311e-06,0.0,0.0,4.7475423343712464e-05,0.0,0.0,2.856694891306688e-06,0.0,0.0,8.697941666468978e-05,0.0,0.0,3.389065796000068e-06,0.0,0.0,0.004753303248435259,0.0,0.0,0.0002040076651610434,0.0,0.0,3.812589620793006e-05,2.3704409396871628e-21,0.0,0.0,1.0266456911267596e-06,0.0,0.0,9.949868626790703e-07,0.0,0.0,8.200583465622913e-07,0.0,0.0,2.4544991106267844e-07,0.0,0.0,3.893315181358048e-08,0.0,0.0,1.5408411968564906e-07,0.0,0.0,2.5478473730800033e-07,0.0,0.0,5.97095913690282e-06,0.0,0.0
one card shy of a full deck,non-compositional,idiomem,1.0,True,7,0.2072451784877103,6.454218707909728,0.0014738006284460425,8.352335947117153e-12,0.0014087788087332835,0.0008550396466186309,0.0021422527097456623,0.003104757324763341,0.01554180658028296,0.21536797558709017,0.32915674147898244,0.22355029624895906,3.9520147510150715e-15,0,0,0.00028796945116482675,0,0,0.0009529273374937475,0,0,0.0003273536276537925,0,0,6.29331698291935e-05,0,0,1.5617586541338824e-05,0,0,4.103548690181924e-06,0,0,1.2689414688793477e-05,0,0,0.00027744926046580076,0,0,0.0001421710130292316,14.927948378881633,2.6480801617923032e-15,0.0,0.0,5.776334407537123e-14,0.0,0.0,8.18503485788824e-06,0.0,0.0,0.006408583372831345,0.0,0.0,1.0472957001184113e-05,0.0,0.0,0.0021898094564676285,0.0,0.0,4.565738436212996e-06,0.0,0.0,0.0015435224631801248,0.0,0.0,9.64967284744489e-07,0.0,0.0,0.0006899399450048804,0.0,0.0,3.123247438452381e-07,0.0,0.0,0.00016084301751106977,0.0,0.0,3.698909267768613e-08,0.0,0.0,2.4127122742356732e-05,0.0,0.0,2.07928721351891e-07,0.0,0.0,0.00011533022188814357,0.0,0.0,5.330737621989101e-06,0.0,0.0,0.0035630506463348866,0.0,0.0,0.000296568293555942,8.864909362138462e-10,0.0,0.0,0.0001855642767623067,0.0,0.0,0.0002381307422183454,0.0,0.0,0.000131233551655896,0.0,0.0,3.706883217091672e-05,0.0,0.0,1.386346593790222e-05,0.0,0.0,3.4019615213765064e-06,0.0,0.0,2.2183794499142095e-05,0.0,0.0,0.0005908117163926363,0.0,0.0
be in seventh heaven,non-compositional,idiomem,1.0,True,4,0.048438073687672535,9.948430055734073,0.00010317433043383062,6.334658535824155e-14,0.0001983081892831251,0.0005856148733679826,0.001577886466596586,0.008697592540556798,0.040283617557937156,0.03732220486836013,0.03474052846104314,0.04309410633262208,1.882922393307493e-13,0,0,0.0003077855799347162,0,0,0.00011892475595232099,0,0,0.00013728933117818087,0,0,1.765579145285301e-05,0,0,7.0270448304654565e-06,0,0,6.326307811832521e-06,0,0,2.992395639012102e-05,0,0,0.00017812383885029703,0,0,7.487695090328354e-06,19.72873263580131,5.361544384969942e-16,0.0,0.0,2.027684559157989e-14,0.0,0.0,1.5361198165919632e-05,0.0,0.0,1.4032322042112355e-06,0.0,0.0,1.3686111742572393e-05,0.0,0.0,2.8683365371762193e-07,0.0,0.0,2.9116628866177052e-05,0.0,0.0,2.3206872867831407e-07,0.0,0.0,4.789262675330974e-06,0.0,0.0,1.8031142801078204e-08,0.0,0.0,3.019999326170364e-07,0.0,0.0,1.5399350683509283e-09,0.0,0.0,4.267434690063965e-07,0.0,0.0,1.3358681938413497e-09,0.0,0.0,4.933357899972179e-07,0.0,0.0,6.318766399004971e-09,0.0,0.0,1.2688907418123563e-06,0.0,0.0,6.323606527303127e-08,0.0,0.0,0.0002399407420098735,,,,,,,,,,,,,,,,,,,,,,,,,,,
pull someone's bacon out of the fire,non-compositional,idiomem,1.0,True,8,0.2907000807749033,5.626053917837731,2.6523250198806636e-05,2.4712143116928365e-12,0.0013433628921900112,0.0018526867262543029,0.0024122088020054173,0.0022933687976092187,0.005561414304500951,0.0386564301692098,0.14149637052469188,0.2664258022023205,8.240832750089378e-28,0,0,1.8534223272581585e-05,0,0,1.0078040759253781e-05,0,0,9.026350198837463e-06,0,0,2.426111905151629e-06,0,0,2.616680603750865e-06,0,0,6.30475142315845e-06,0,0,1.0348205250920728e-05,0,0,9.749371201905888e-06,0,0,0.00026391116762169986,14.776082096120954,7.442749499237012e-30,0.0,0.0,1.0938672527292101e-27,0.0,0.0,0.00011106840975116938,0.0,0.0,8.489731044392101e-06,0.0,0.0,9.58983218879439e-05,0.0,0.0,6.785927780583734e-06,0.0,0.0,0.0001093210230465047,0.0,0.0,3.744414470929769e-06,0.0,0.0,5.383367897593416e-05,0.0,0.0,2.4812211449898314e-06,0.0,0.0,0.00011126409663120285,0.0,0.0,1.2192484746265109e-06,0.0,0.0,0.00015744513075333089,0.0,0.0,1.0262115210935008e-06,0.0,0.0,0.0005892233457416296,0.0,0.0,1.690948579380347e-06,0.0,0.0,0.001765910186804831,0.0,0.0,1.5246031352944556e-06,0.0,0.0,0.00334446483598392,8.75651089272076e-27,0.0,0.0,0.0032777481246739626,0.0,0.0,0.002014669356867671,0.0,0.0,0.001308596576564014,0.0,0.0,0.0010770627995952964,0.0,0.0,0.0018855687230825424,0.0,0.0,0.0011909593595191836,0.0,0.0,0.004527240060269833,0.0,0.0,0.007700786925852299,0.0,0.0
butterflies in my stomach,non-compositional,idiomem,1.0,True,4,0.06702481086055438,4.038956552814688,4.15580507251434e-06,4.173610500276646e-12,0.0024147850344888866,0.006903677945956588,0.017937957774847746,0.013508068475251397,0.02454670115063588,0.04539678889947633,0.0687247133658578,0.05194269306957722,8.11559483276482e-39,0,0,0.0007448982796631753,0,0,0.002194297267124057,0,0,0.0025910912081599236,0,0,0.0022056710440665483,0,0,0.004457184113562107,0,0,0.0019675788935273886,0,0,0.002607452915981412,0,0,0.029393592849373817,0,1,0.0007938223682989095,12.720125059502225,2.9864515471163817e-37,0.0,0.0,3.697744350921214e-32,0.0,0.0,4.5151573431212455e-05,0.0,0.0,2.290964766871184e-05,0.0,0.0,8.65909387357533e-05,0.0,0.0,1.853104004112538e-05,0.0,0.0,0.0001333580439677462,0.0,0.0,1.0946694601443596e-05,0.0,0.0,0.0001669563353061676,0.0,0.0,8.839725524012465e-06,0.0,0.0,0.00020969031902495772,0.0,0.0,3.737018232641276e-06,0.0,0.0,7.351207023020834e-05,0.0,0.0,5.634684043798188e-07,0.0,0.0,2.2252566850511357e-05,0.0,0.0,1.8953764424622932e-07,0.0,0.0,0.00012106704525649548,0.0,0.0,1.339689902124519e-06,0.0,0.0,6.094914321389903e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
look like a million dollars,non-compositional,idiomem,1.0,True,5,0.10331678191141691,5.969071118427587,0.00013286714965943247,3.9248318484025787e-16,0.017781549839128274,0.06839452829444781,0.030284854474302847,0.051333256844372954,0.029353159756283276,0.07233956528943963,0.19810584950027987,0.11499422787164804,1.689373260119496e-20,0,0,0.006395210046321154,0,1,0.003197308396920562,0,0,0.0018401086563244462,0,0,0.001913033309392631,0,0,0.002047731773927808,0,0,0.002724961144849658,0,0,0.0013063738588243723,0,0,0.0009320381213910878,0,0,0.0007121785875447983,15.012034898739554,7.299288935242951e-23,0.0,0.0,5.28242640266521e-24,0.0,0.0,0.00041934550972655416,0.0,0.0,8.53490382723976e-06,0.0,0.0,0.0004318643477745354,0.0,0.0,6.436963303713128e-06,0.0,0.0,0.0006729832384735346,0.0,0.0,7.571685273433104e-06,0.0,0.0,0.0009323378326371312,0.0,0.0,3.1960446449375013e-06,0.0,0.0,0.0010038495529443026,0.0,0.0,1.5754898186060018e-06,0.0,0.0,0.0010444283252581954,0.0,0.0,1.4185886811901582e-06,0.0,0.0,0.0002454603963997215,0.0,0.0,2.5813145043684926e-07,0.0,0.0,0.0008322163484990597,0.0,0.0,3.8533508472937683e-07,0.0,0.0,0.00018802835064661848,6.503226676590357e-23,0.0,0.0,1.2835538427680149e-06,0.0,0.0,1.4179499885358382e-07,0.0,0.0,5.993759089051309e-08,0.0,0.0,1.4716350449361926e-07,0.0,0.0,8.801927720014646e-08,0.0,0.0,8.602890488873527e-08,0.0,0.0,5.132790548145749e-08,0.0,0.0,1.9001102202764741e-07,0.0,0.0
be happy when a person leaves,non-compositional,idiomem,1.0,True,6,0.010814575813128613,8.743984228363775,0.00010317433043383062,2.6028359731484505e-14,0.0004693948540079873,0.0009647679413319566,0.0014561951476935065,0.0015942877008001232,0.010900315256242266,0.02650835299738219,0.019279696525859435,0.010935323213016091,1.0257285065805657e-13,0,0,0.0001226680033141747,0,0,2.0655934349633753e-05,0,0,2.1312584067345597e-05,0,0,1.1293861916783499e-06,0,0,1.8101610521625844e-07,0,0,1.7863300172393792e-07,0,0,1.7891933339342359e-06,0,0,1.1359307791281026e-05,0,0,6.167206981899653e-06,18.476271842328646,8.200590136423977e-15,0.0,0.0,1.8465032291820754e-13,0.0,0.0,6.814180233050138e-05,0.0,0.0,0.0004947302513755858,0.0,0.0,9.821702406043187e-06,0.0,0.0,7.999839726835489e-05,0.0,0.0,1.0990214832418133e-05,0.0,0.0,0.00010945661051664501,0.0,0.0,1.0788523923110915e-06,0.0,0.0,2.0401230358402245e-05,0.0,0.0,5.876174782315502e-07,0.0,0.0,7.869916771596763e-06,0.0,0.0,2.8524573281174526e-07,0.0,0.0,6.9752841227455065e-06,0.0,0.0,1.4411713209483423e-06,0.0,0.0,6.704070256091654e-05,0.0,0.0,1.1459585948614404e-05,0.0,0.0,0.0004298078711144626,0.0,0.0,0.00021641961299272744,3.4290560164572034e-14,0.0,0.0,0.00014243638725019991,0.0,0.0,4.7582987463101745e-05,0.0,0.0,5.350140418158844e-05,0.0,0.0,7.3816236181301065e-06,0.0,0.0,1.9976146177214105e-06,0.0,0.0,8.201631658266706e-07,0.0,0.0,1.206497927341843e-06,0.0,0.0,4.098029876331566e-06,0.0,0.0
up a creek without a paddle,non-compositional,idiomem,1.0,True,6,0.3850328598724445,4.82233465019339,8.756291936151683e-05,8.394714440553219e-16,0.0013672183070411847,0.0008496574850141769,0.0008927904924348695,0.0066531095961181565,0.13654513580258937,0.19038172605796716,0.24149798644002657,0.3803971614150214,4.192543308915086e-15,0,0,0.002264393027871847,0,0,0.0008356745820492506,0,0,0.0005083120195195079,0,0,0.000521443784236908,0,0,0.00013090975699014962,0,0,4.356991848908365e-05,0,0,7.000995992711978e-06,0,0,7.25348581909202e-05,0,0,0.0002106154831949425,15.611147817443946,1.6394866565359737e-18,0.0,0.0,6.556283827676541e-16,0.0,0.0,1.924660409713397e-06,0.0,0.0,0.00011565073509700596,0.0,0.0,9.084826615435304e-07,0.0,0.0,1.8176224330090918e-05,0.0,0.0,5.634976787405321e-07,0.0,0.0,1.1429223377490416e-05,0.0,0.0,5.526624704543792e-07,0.0,0.0,3.3920869100256823e-06,0.0,0.0,1.5660829433272738e-07,0.0,0.0,5.145027444086736e-07,0.0,0.0,1.551553481249357e-07,0.0,0.0,1.3840289625477453e-07,0.0,0.0,4.4055418868538254e-08,0.0,0.0,4.337239900564782e-08,0.0,0.0,1.840596866031774e-07,0.0,0.0,1.6162556448762189e-06,0.0,0.0,0.00023033581438117575,4.192543308915086e-15,0.0,0.0,0.002264393027871847,0.0,0.0,0.0008356745820492506,0.0,0.0,0.0005083120195195079,0.0,0.0,0.000521443784236908,0.0,0.0,0.00013090975699014962,0.0,0.0,4.356991848908365e-05,0.0,0.0,7.000995992711978e-06,0.0,0.0,7.25348581909202e-05,0.0,0.0
you can bet your life on that,non-compositional,idiomem,1.0,True,7,0.09040796271680544,4.633756682729046,3.193071825080551e-05,2.4445036122739445e-10,0.0070180115750796785,0.006924216126814524,0.0047033109512995,0.0028333877756570778,0.011491472156194504,0.03851849673568116,0.08312610125479598,0.08628387249579343,1.4557969274520133e-09,0,0,0.0305442176759243,0,1,0.016816796734929085,0,1,0.007097380235791206,0,0,0.0038721254095435143,0,0,0.0130377896130085,0,0,0.015171544626355171,0,1,0.0354895181953907,0,1,0.05050687491893768,0,1,0.0006897724776232886,13.366527243868141,1.7913403778987286e-13,0.0,0.0,2.0462202883209102e-05,0.0,1.0,0.0002723816141951829,0.0,0.0,4.452074790606275e-05,0.0,0.0,0.0004177240189164877,0.0,0.0,2.7910708013223484e-05,0.0,0.0,0.00015227438416332006,0.0,0.0,5.7952267525251955e-05,0.0,0.0,9.026679617818445e-05,0.0,0.0,2.952076647488866e-05,0.0,0.0,7.662232383154333e-05,0.0,0.0,5.578503987635486e-05,0.0,0.0,0.00011426325363572687,0.0,0.0,4.657407771446742e-05,0.0,0.0,0.00012737174984067678,0.0,0.0,7.20094540156424e-05,0.0,0.0,0.0001199285252369009,0.0,0.0,0.00018941251619253308,0.0,0.0,0.0005920882086532705,7.43326320634674e-12,0.0,0.0,0.0001642426213948056,0.0,0.0,0.0001653498038649559,0.0,0.0,0.0002969764464069158,0.0,0.0,1.9106628315057606e-05,0.0,0.0,6.808924808865413e-06,0.0,0.0,7.792816177243367e-06,0.0,0.0,1.7859047147794627e-05,0.0,0.0,4.6078803279669955e-05,0.0,0.0
red in the face,non-compositional,idiomem,1.0,True,4,0.14759808774882308,5.7087473217552835,0.00030059265554882586,7.3282130869910716e-09,0.0015849619133708377,0.0027885560411959887,0.002977225483239939,0.006464451958891004,0.011694102009641938,0.014577203333222618,0.12274741220365588,0.14539317918630937,2.4606254126242775e-26,0,0,0.0006012883386574686,0,0,0.0006356665398925543,0,0,0.0005295351729728281,0,0,0.00027134950505569577,0,0,7.23360717529431e-05,0,0,0.0001616314402781427,0,0,0.0006670959410257638,0,0,0.00201753550209105,0,0,0.0005298635563425099,11.865875602747117,4.2765641112179983e-26,0.0,0.0,4.8554561279676294e-26,0.0,0.0,0.000160575145855546,0.0,0.0,0.0003224756510462612,0.0,0.0,9.634692105464637e-05,0.0,0.0,0.0005269860848784447,0.0,0.0,0.0001263912854483351,0.0,0.0,0.0013183142291381955,0.0,0.0,5.616042471956462e-05,0.0,0.0,0.0012620807392522693,0.0,0.0,1.441171934857266e-05,0.0,0.0,0.00012328838056419045,0.0,0.0,2.6437190172146074e-05,0.0,0.0,8.736408926779404e-05,0.0,0.0,0.0001352643157588318,0.0,0.0,0.00025270701735280454,0.0,0.0,0.0005905866273678839,0.0,0.0,0.0005569762433879077,0.0,0.0,0.00048217106086667627,,,,,,,,,,,,,,,,,,,,,,,,,,,
hold your tongue back,non-compositional,idiomem,1.0,True,4,0.011493303473495567,9.115779765343612,3.048338658118155e-05,2.739846635806588e-18,0.0005133942346825885,0.0011412485534189425,0.0012060697190463543,0.0005662688078397574,0.0051034476346103474,0.014725890086992877,0.019219689384044614,0.008832266791917695,1.6074262753834835e-26,0,0,0.00010859661415452138,0,0,4.70794657303486e-05,0,0,0.00011805270332843065,0,0,0.00010870998812606558,0,0,0.00015267216076608747,0,0,0.00026089916354976594,0,0,0.000391464214771986,0,0,0.0008477067458443344,0,0,8.853789646915781e-05,13.819775073149353,2.844211223348131e-27,0.0,0.0,1.6619418332785832e-25,0.0,0.0,0.0002330637798877433,0.0,0.0,0.00032231552177108824,0.0,0.0,1.7704334823065437e-05,0.0,0.0,5.7178211136488244e-05,0.0,0.0,2.0594772649928927e-05,0.0,0.0,0.00010176779323955998,0.0,0.0,2.266478622914292e-05,0.0,0.0,0.00013423891505226493,0.0,0.0,1.041995346895419e-05,0.0,0.0,0.00017989175103139132,0.0,0.0,5.0348312470305245e-06,0.0,0.0,0.00024035155365709215,0.0,0.0,3.6264475511416094e-06,0.0,0.0,0.0002351276489207521,0.0,0.0,8.367630471184384e-06,0.0,0.0,0.0013310278300195932,0.0,0.0,0.0006924168180072835,,,,,,,,,,,,,,,,,,,,,,,,,,,
land on one's feet,non-compositional,idiomem,1.0,True,5,0.012087057446478866,7.238401038368012,0.0002526305033825338,6.141314135533505e-12,0.0009926291968440637,0.0009338836607639678,0.0008769158812356181,0.0024043288622124237,0.005896126525385625,0.004850549618254263,0.005687078195506956,0.008789651255938224,5.505684339486471e-28,0,0,0.0006904549081809819,0,0,0.0003791014023590833,0,0,0.00024859749828465283,0,0,0.00016069594130385667,0,0,0.00011296955199213699,0,0,0.00019113569578621536,0,0,0.001547959866002202,0,0,0.01704937405884266,0,0,0.00011820012730368035,14.436113908152038,1.8753249795404946e-27,0.0,0.0,1.0808006636601589e-29,0.0,0.0,5.1856666686944664e-05,0.0,0.0,0.0003996046434622258,0.0,0.0,3.4749158658087254e-05,0.0,0.0,0.0007041169446893036,0.0,0.0,3.584885780583136e-05,0.0,0.0,0.0008087764726951718,0.0,0.0,1.70367620739853e-05,0.0,0.0,0.000289848365355283,0.0,0.0,1.1814242498076055e-05,0.0,0.0,0.00027312536258250475,0.0,0.0,1.380531830363907e-05,0.0,0.0,0.0006516751018352807,0.0,0.0,4.065186294610612e-05,0.0,0.0,0.002674634801223874,0.0,0.0,0.00028211259632371366,0.0,0.0,0.010922239162027836,0.0,0.0,0.00016080453387985473,3.1222301886211116e-27,0.0,0.0,5.376465924200602e-05,0.0,0.0,1.2946825336257461e-05,0.0,0.0,7.734897735645063e-06,0.0,0.0,5.2194404815963935e-06,0.0,0.0,1.5641353456885554e-06,0.0,0.0,1.1243909057156998e-06,0.0,0.0,3.323899136375985e-06,0.0,0.0,5.436239916889463e-06,0.0,0.0
the forbidden fruit is the sweetest,non-compositional,idiomem,1.0,True,7,0.1298589161503969,5.824709723122349,0.00021503378229681402,6.2270156264176e-13,0.013445397367831902,0.03271484100628186,0.09164802041201862,0.1249489978404199,0.1465651802013402,0.1689647054326239,0.10673240143205476,0.11168512331323655,1.2654499843833822e-12,0,0,1.0963860404444858e-05,0,0,7.324382295337273e-06,0,0,2.9408784030238166e-06,0,0,2.981246325362008e-06,0,0,1.7635018139117165e-06,0,0,6.7784144448523875e-06,0,0,9.131023034569807e-06,0,0,9.181322639051359e-06,0,0,1.6996844072044343e-05,17.325408064835784,4.1634569056259174e-12,0.0,0.0,3.4079468136383184e-09,0.0,0.0,1.7865751942736097e-05,0.0,0.0,0.0002056642551906407,0.0,0.0,2.973803248096374e-06,0.0,0.0,0.0001579846430104226,0.0,0.0,6.510920798064035e-07,0.0,0.0,0.00018445031309965998,0.0,0.0,4.3180230591133295e-07,0.0,0.0,2.4925131583586335e-05,0.0,0.0,4.458831028841814e-07,0.0,0.0,1.897795664262958e-05,0.0,0.0,5.906467322347453e-06,0.0,0.0,0.00013641426630783826,0.0,0.0,2.214075175288599e-05,0.0,0.0,0.00034230464370921254,0.0,0.0,5.143484304426238e-05,0.0,0.0,0.0004839661705773324,0.0,0.0,0.00017778164034136049,0.9989385008811951,1.0,1.0,0.0010713081574067473,0.0,0.0,0.0005514206131920218,0.0,0.0,0.0005560709396377206,0.0,0.0,5.7557859690859914e-05,0.0,0.0,6.42643281025812e-05,0.0,0.0,0.0006629840936511755,0.0,0.0,0.0020846198312938213,0.0,0.0,0.002976255491375923,0.0,0.0
