phrase,label,category,non_comp_score,phrase_len_tokens,avg_next_token_prob,min_next_token_prob,max_next_token_prob,avg_surprisal,logit_lens_L0_avg_prob,logit_lens_L0_avg_surprisal,logit_lens_L6_avg_prob,logit_lens_L6_avg_surprisal,logit_lens_L12_avg_prob,logit_lens_L12_avg_surprisal,logit_lens_L18_avg_prob,logit_lens_L18_avg_surprisal,logit_lens_L24_avg_prob,logit_lens_L24_avg_surprisal,logit_lens_L30_avg_prob,logit_lens_L30_avg_surprisal,logit_lens_L36_avg_prob,logit_lens_L36_avg_surprisal,logit_lens_L42_avg_prob,logit_lens_L42_avg_surprisal,logit_lens_L47_avg_prob,logit_lens_L47_avg_surprisal,future_L0_k1_prob,future_L0_k1_top1,future_L0_k1_top10,future_L0_k2_prob,future_L0_k2_top1,future_L0_k2_top10,future_L6_k1_prob,future_L6_k1_top1,future_L6_k1_top10,future_L6_k2_prob,future_L6_k2_top1,future_L6_k2_top10,future_L12_k1_prob,future_L12_k1_top1,future_L12_k1_top10,future_L12_k2_prob,future_L12_k2_top1,future_L12_k2_top10,future_L18_k1_prob,future_L18_k1_top1,future_L18_k1_top10,future_L18_k2_prob,future_L18_k2_top1,future_L18_k2_top10,future_L24_k1_prob,future_L24_k1_top1,future_L24_k1_top10,future_L24_k2_prob,future_L24_k2_top1,future_L24_k2_top10,future_L30_k1_prob,future_L30_k1_top1,future_L30_k1_top10,future_L30_k2_prob,future_L30_k2_top1,future_L30_k2_top10,future_L36_k1_prob,future_L36_k1_top1,future_L36_k1_top10,future_L36_k2_prob,future_L36_k2_top1,future_L36_k2_top10,future_L42_k1_prob,future_L42_k1_top1,future_L42_k1_top10,future_L42_k2_prob,future_L42_k2_top1,future_L42_k2_top10,future_L47_k1_prob,future_L47_k1_top1,future_L47_k1_top10,future_L47_k2_prob,future_L47_k2_top1,future_L47_k2_top10,avg_lookahead_prob,future_L0_k3_prob,future_L0_k3_top1,future_L0_k3_top10,future_L6_k3_prob,future_L6_k3_top1,future_L6_k3_top10,future_L12_k3_prob,future_L12_k3_top1,future_L12_k3_top10,future_L18_k3_prob,future_L18_k3_top1,future_L18_k3_top10,future_L24_k3_prob,future_L24_k3_top1,future_L24_k3_top10,future_L30_k3_prob,future_L30_k3_top1,future_L30_k3_top10,future_L36_k3_prob,future_L36_k3_top1,future_L36_k3_top10,future_L42_k3_prob,future_L42_k3_top1,future_L42_k3_top10,future_L47_k3_prob,future_L47_k3_top1,future_L47_k3_top10
swim against the tide,non-compositional,idiomem,1.0,3,0.2296879663093326,0.00042024970753118396,0.4793679714202881,4.84459452803426,9.694627381791744e-17,33.219280948873624,0.002469601679573922,12.147218011837955,0.0028128649082646007,11.37492572452029,0.003915040349966148,9.78301296428666,0.05338574670167873,8.398490133777585,0.25037542062000284,7.791752745827869,0.31040086587988,7.06779525436987,0.39244939579475613,5.864833707892014,0.2713485519537547,4.67427426799708,1.3284663768524268e-22,0,0,1.862492771726629e-22,0.0,0.0,0.00733235152438283,0,1,6.707267311867326e-05,0.0,0.0,0.008177172392606735,0,1,8.05192394182086e-05,0.0,0.0,0.007422555238008499,0,1,0.0009110724204219878,0.0,0.0,0.0047434973530471325,0,1,0.0038715300615876913,0.0,1.0,0.014305368065834045,0,1,0.059993043541908264,0.0,1.0,0.03032444603741169,0,1,0.06546302884817123,0.0,1.0,0.2343549281358719,1,1,0.02809925191104412,0.0,1.0,0.5026950836181641,1,1,0.0008818623027764261,0.0,0.0,0.0008818623027764261,,,,,,,,,,,,,,,,,,,,,,,,,,,
let sleeping dogs lie,non-compositional,idiomem,1.0,3,0.3733402896420254,9.759023669175804e-05,0.9698020219802856,5.367647102588087,9.708039420814456e-23,33.219280948873624,7.13783701939974e-05,14.243100542193572,0.0002769032519912192,12.73071893983866,0.0027528024511411786,9.4126461398512,0.01274311354306216,8.64178189224537,0.0829524726953726,6.736755922685885,0.24371265256801658,5.955534368445044,0.2875301593109422,5.240886608616728,0.366147326475281,5.255564917176278,8.125292488759484e-31,0,0,6.28061342860165e-29,0.0,0.0,6.0361839132383466e-05,0,0,8.341627108165994e-05,0.0,0.0,0.0006278785294853151,0,0,0.00011389939027139917,0.0,0.0,0.006463594734668732,0,1,0.0006538809393532574,0.0,0.0,0.033388976007699966,0,1,0.0003651674778666347,0.0,0.0,0.10480242967605591,1,1,0.0007271473295986652,0.0,0.0,0.11066722869873047,1,1,0.0006671099690720439,0.0,0.0,0.15013745427131653,1,1,0.0005176941049285233,0.0,0.0,0.12801018357276917,1,1,0.0009547290974296629,0.0,0.0,0.0009547290974296629,,,,,,,,,,,,,,,,,,,,,,,,,,,
sail under false colours,non-compositional,idiomem,1.0,3,0.02715221627052718,0.00012916869309265167,0.08092833310365677,9.278819801340521,5.456362513667445e-23,33.219280948873624,0.001301745939902806,10.549085754355383,0.0024893474377070865,10.122479511011788,0.0031400769269869975,9.648634657571128,0.0009267239899296934,11.092188027813146,0.0023300221885923142,11.474068088427657,0.003932787883968558,11.424804703205199,0.020047234422842546,10.795096970862025,0.028472756913591486,9.25769155428794,1.6369087188744354e-22,0,0,2.185559963842711e-22,0.0,0.0,8.136248652590439e-05,0,0,4.895749952993356e-06,0.0,0.0,0.0001874457229860127,0,0,2.8323495371296303e-06,0.0,0.0,0.0004256284737493843,0,0,2.1989259039401077e-05,0.0,0.0,0.0001306739723077044,0,0,3.7026384234195575e-06,0.0,0.0,4.385015563457273e-05,0,0,1.3517977095034439e-05,0.0,0.0,1.873083965620026e-05,0,0,2.513988647478982e-06,0.0,0.0,1.4668412404716946e-05,0,0,2.1953876512270654e-06,0.0,0.0,0.00011345841630827636,0,0,1.0501873475732282e-05,0.0,0.0,1.0501873475732282e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
laugh like a drain,non-compositional,idiomem,1.0,3,0.13472671882482246,2.7717789635062218e-05,0.4038364589214325,9.358288468174404,2.5911741846978655e-17,33.219280948873624,0.0010776559138321318,11.47201142820844,0.00017592437022055188,13.700995195318683,8.93033241785209e-05,13.807406057537127,6.781050554612496e-05,14.54437152921034,0.0003833454754082292,13.856523801938193,0.0036360581734697917,13.100446708122616,0.036366882742186135,11.47393421577398,0.12172597948119801,9.381068722245876,1.300745855937852e-18,0,0,6.726430388992701e-21,0.0,0.0,0.0029336540028452873,0,1,1.2273488209757488e-05,0.0,0.0,0.0004670779744628817,0,0,6.5977628764812835e-06,0.0,0.0,0.00013037653116043657,0,0,2.035838770098053e-05,0.0,0.0,0.00014072384510654956,0,0,1.1272716619714629e-05,0.0,0.0,0.0010979929938912392,0,0,7.946824553073384e-06,0.0,0.0,0.010882431641221046,0,0,1.4152416042634286e-05,0.0,0.0,0.10903876274824142,0,1,9.091762876778375e-06,0.0,0.0,0.3647751212120056,1,1,6.776641839678632e-06,0.0,0.0,6.776641839678632e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
slap on the wrist,non-compositional,idiomem,1.0,3,0.5951218803723654,0.07824409008026123,0.8831373453140259,1.3781586953462843,2.6432557660348702e-11,33.219280948873624,0.0023717281971282014,9.881777364318964,0.0029660482541657984,9.028785365388527,0.026039568125270307,7.524127198188018,0.1412125461307975,6.2952953763803885,0.11987081362167373,5.330520382927487,0.3669097643481412,4.517663779212632,0.5889096638808647,2.962544737780476,0.579879326124986,1.424250758551806,7.929758932823106e-11,0,0,9.298780634516913e-17,0.0,0.0,0.005678220652043819,0,1,6.459295400418341e-05,0.0,0.0,0.0015921295853331685,0,0,0.0003456697741057724,0.0,0.0,0.0021367573644965887,0,0,0.002547393785789609,0.0,0.0,0.008548848330974579,0,0,0.039529476314783096,0.0,1.0,0.07212097942829132,0,1,0.06775139272212982,0.0,1.0,0.6487361192703247,1,1,0.020853588357567787,0.0,1.0,0.9313506484031677,1,1,0.000669218017719686,0.0,0.0,0.9000528454780579,1,1,0.00017069806926883757,0.0,0.0,0.00017069806926883757,,,,,,,,,,,,,,,,,,,,,,,,,,,
fight fire with fire,non-compositional,idiomem,1.0,3,0.5623485347805399,1.630222141102422e-05,0.9675378203392029,5.475710811861755,2.4419587812757504e-15,33.219280948873624,0.00026721121442581836,12.098324528883637,0.00039492878689391847,12.207203752713705,0.000300337254278323,13.219969705525708,0.005554043664233177,11.623742775687084,0.2929596385656623,8.996476912825711,0.3285076468625145,7.801794751512587,0.3777638659582105,6.008066433037249,0.540354983230524,5.320195876193014,1.929742871903111e-30,0,0,1.0,1.0,1.0,0.0002421925455564633,0,0,0.00022707489551976323,0.0,0.0,0.00032876155455596745,0,0,2.6181663997704163e-05,0.0,0.0,5.295588925946504e-05,0,0,9.776739716471639e-06,0.0,0.0,6.539986497955397e-05,0,0,3.353371357661672e-05,0.0,0.0,0.0001366609358228743,0,0,4.741359953186475e-05,0.0,0.0,0.001652935054153204,0,0,0.00013944240345153958,0.0,0.0,0.14050911366939545,0,1,0.0002944351581390947,0.0,0.0,0.6548680067062378,1,1,0.00023248590878210962,0.0,0.0,0.00023248590878210962,,,,,,,,,,,,,,,,,,,,,,,,,,,
make a meal of,non-compositional,idiomem,1.0,3,0.04087061799752215,0.0010908001568168402,0.11165419220924377,6.555493718238519,5.6335663690027e-16,33.219280948873624,0.0007785305691262087,11.38831252651736,0.000428343475505244,12.000136048870933,0.0005255594830183933,11.240933514404013,0.0004814872069497748,11.870929134475231,0.0007344851583184209,11.883579030763963,0.002405285556354405,10.622395478836781,0.008170124473205457,8.441465494948226,0.025283196320136387,6.947533851947381,6.423891519229509e-16,0,0,1.2033850305126492e-10,0.0,0.0,7.618169183842838e-05,0,0,0.0001393690035911277,0.0,0.0,0.00017692058463580906,0,0,2.6645879188436083e-05,0.0,0.0,0.0002472618652973324,0,0,3.34959477186203e-05,0.0,0.0,0.0003483909531496465,0,0,3.48509092873428e-05,0.0,0.0,0.0004144398553762585,0,0,3.9079564885469154e-05,0.0,0.0,0.0005571475485339761,0,0,2.6134586732950993e-05,0.0,0.0,0.0013912116410210729,0,0,6.525873322971165e-05,0.0,0.0,0.0011887550354003906,0,0,9.989296813728288e-05,0.0,0.0,9.989296813728288e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
lay a finger on,non-compositional,idiomem,1.0,3,0.2115909065857219,0.0002664095372892916,0.6341490745544434,7.994002991496342,1.717736173750759e-14,33.219280948873624,0.0006110164104029536,11.370483227576065,0.0027380636068604267,10.600709754831945,0.009133929471014804,11.060433330498908,0.013566028474997438,10.134905985672967,0.010590417110506678,10.332914481374095,0.023530505912882898,10.22567234892631,0.19894811632548226,8.642329173787578,0.2005566040170379,7.737466180035891,5.153208521252277e-14,0,0,2.6032798139397073e-09,0.0,0.0,0.00017116575327236205,0,0,0.00045272670104168355,0.0,0.0,0.0014881991082802415,0,0,0.0006131461123004556,0.0,0.0,0.0003193742595613003,0,0,0.0002273566205985844,0.0,0.0,0.0016638323431834579,0,0,0.00010129639122169465,0.0,0.0,0.0009583227802067995,0,0,0.00011378666386008263,0.0,0.0,0.00022031042317394167,0,0,0.00023133472132030874,0.0,0.0,0.00023589213378727436,0,0,0.00026187486946582794,0.0,0.0,0.00032610888592898846,0,0,0.0008392795571126044,0.0,0.0,0.0008392795571126044,,,,,,,,,,,,,,,,,,,,,,,,,,,
go round in circles,non-compositional,idiomem,1.0,3,0.007730487865046598,0.00017765261873137206,0.02274239994585514,9.921452710771376,9.49705867284718e-16,33.219280948873624,0.0010301058452265959,10.02916261531861,0.00193821689269195,9.241856822148613,0.0023225608941478035,8.98807376490248,0.011572712450288236,7.841522121112881,0.00862267731766527,8.004011333470446,0.003732581351262828,8.57311998984534,0.00295234076717558,9.600871634459464,0.007229979824235973,9.879256492529686,4.1406590143043376e-33,0,0,1.1396657705102414e-27,0.0,0.0,0.0012041509617120028,0,0,1.3991526429890655e-05,0.0,0.0,0.0006907944334670901,0,0,2.8235404897714034e-05,0.0,0.0,0.0008169778739102185,0,0,0.0004288386844564229,0.0,0.0,0.00245562382042408,0,0,0.0013774801045656204,0.0,0.0,0.0035142339766025543,0,0,0.0007308910135179758,0.0,0.0,0.006161432713270187,0,0,0.0001273779198527336,0.0,0.0,0.007653022184967995,0,0,7.208289753179997e-05,0.0,0.0,0.021191159263253212,0,1,3.801014827331528e-05,0.0,0.0,3.801014827331528e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
jobs for the boys,non-compositional,idiomem,1.0,3,0.09539919261199732,0.003171395743265748,0.2763221859931946,5.792335345884215,1.8347810889847134e-10,32.3990908647761,0.001630575768407046,10.85035163328691,0.001227702216662389,11.020607867874062,0.0013620702714736883,10.783076689277882,0.0014839536743238568,10.123853787496111,0.0037471319956239313,9.393297237720743,0.006895223254105076,9.597434189168476,0.01578539404727053,8.854342801162437,0.08463947374063234,6.066749363428948,5.504342537321349e-10,0,0,2.4359524068554884e-15,0.0,0.0,0.003979850094765425,0,1,3.8959962694207206e-05,0.0,0.0,0.0028340346179902554,0,0,9.285134001402184e-05,0.0,0.0,0.0035168156027793884,0,0,0.00015064416220411658,0.0,0.0,0.0035288326907902956,0,0,0.0009572216658852994,0.0,0.0,0.009935610927641392,0,0,0.0023052471224218607,0.0,0.0,0.01986675150692463,0,1,0.0006311755860224366,0.0,0.0,0.045868948101997375,0,1,0.0002577275736257434,0.0,0.0,0.24546676874160767,1,1,0.00026016277843154967,0.0,0.0,0.00026016277843154967,,,,,,,,,,,,,,,,,,,,,,,,,,,
live and let live,non-compositional,idiomem,1.0,3,0.3166117211803794,0.00424373522400856,0.9384776949882507,5.0357442226936415,1.7862241633792758e-13,33.219280948873624,0.0012007745487305026,9.84054302882186,0.0018154029579212267,9.244202935544218,0.0013295758787232141,9.656624573508608,0.001151322261042272,10.50689910697113,0.009721637424566628,9.391132930264225,0.10463316900131758,7.700726811791839,0.28143845073645934,6.501656592756099,0.3046982071051995,5.219376722844923,5.358672490116123e-13,0,0,5.561265965965678e-13,0.0,0.0,0.0011037382064387202,0,1,0.000132597386254929,0.0,0.0,0.0022200760431587696,0,0,0.0005940344999544322,0.0,0.0,0.0007256490061990917,0,0,0.00017817560001276433,0.0,0.0,0.00039774845936335623,0,0,6.141509948065504e-05,0.0,0.0,0.0011039512464776635,0,0,0.0020786284003406763,0.0,0.0,0.0016099339118227363,0,0,0.014979188330471516,0.0,1.0,0.002909465692937374,0,0,0.049984827637672424,0.0,1.0,0.005290250293910503,0,0,0.006846092641353607,0.0,0.0,0.006846092641353607,,,,,,,,,,,,,,,,,,,,,,,,,,,
make a monkey of someone,non-compositional,idiomem,1.0,4,0.011717375540683861,7.28652739780955e-05,0.03429204225540161,8.460017542099425,1.112013056705611e-15,33.219280948873624,0.000165447700283039,13.585423153518207,0.0001186461652196158,14.112888318027288,0.00025468924332017195,13.337520311330941,0.0003711801718964125,13.448824674267316,0.0006322957106021931,12.780671572051922,0.0011329890040769897,12.239555824379769,0.0018319197929486108,11.085367754752001,0.010407406030935817,8.757733349456256,4.346622096031551e-16,0,0,1.2033850305126492e-10,0.0,0.0,7.02742636349285e-06,0,0,0.0001393690035911277,0.0,0.0,1.04270375231863e-05,0,0,2.6645879188436083e-05,0.0,0.0,2.349839996895753e-05,0,0,3.34959477186203e-05,0.0,0.0,2.4341738026123494e-05,0,0,3.48509092873428e-05,0.0,0.0,2.898479942814447e-05,0,0,3.9079564885469154e-05,0.0,0.0,5.900154519622447e-06,0,0,2.6134586732950993e-05,0.0,0.0,1.768462789186742e-05,0,0,6.525873322971165e-05,0.0,0.0,6.516048597404733e-05,0,0,9.989296813728288e-05,0.0,0.0,4.973359500581864e-05,2.6032798139397073e-09,0.0,0.0,3.591108543332666e-05,0.0,0.0,1.480466471548425e-05,0.0,0.0,5.292070909490576e-06,0.0,0.0,1.4119767001830041e-05,0.0,0.0,5.430150395113742e-06,0.0,0.0,4.331952823122265e-06,0.0,0.0,4.93247216581949e-06,0.0,0.0,5.696439984603785e-06,0.0,0.0
everything in the garden is rosy,non-compositional,idiomem,1.0,6,0.09229729734336918,6.24236636213027e-05,0.2190280556678772,6.187446827004087,3.6640999233054392e-09,31.922556202679264,0.0007442659334628843,11.666804910785977,0.0010345321546386306,11.167970976308029,0.0005680022247058029,11.34208760155915,0.0005876311697647907,11.274214375057424,0.0017722505714724928,10.81536100160943,0.0059065655098796315,10.059263655600043,0.03943271536809334,8.602003965448924,0.07329517082325765,6.568408951038044,2.1984584819279007e-08,0,0,7.199864225560686e-16,0.0,0.0,0.0033573030959814787,0,1,1.672885991865769e-05,0.0,0.0,0.00475047342479229,0,0,9.351445442007389e-06,0.0,0.0,0.001859669224359095,0,0,1.0272017789247911e-05,0.0,0.0,0.0012869511265307665,0,0,3.6466917663346976e-06,0.0,0.0,0.0026370466221123934,0,0,3.976271273131715e-06,0.0,0.0,0.01532656978815794,0,0,3.6210253711033147e-06,0.0,0.0,0.054612502455711365,0,1,2.3960906219144817e-06,0.0,0.0,0.17903298139572144,1,1,1.3799359294353053e-05,0.0,0.0,0.00011697273985029304,8.344406943194826e-09,0.0,0.0,0.0006495729321613908,0.0,0.0,0.0003891817759722471,0.0,0.0,0.00044954323675483465,0.0,0.0,0.0005438661319203675,0.0,0.0,0.0001932787854457274,0.0,0.0,0.00017739144095685333,0.0,0.0,0.00016296980902552605,0.0,0.0,0.0005676011787727475,0.0,0.0
you pays your money and you takes your choice,non-compositional,idiomem,1.0,8,0.4046751796239505,6.105728061811533e-06,0.8752053380012512,3.420489056992675,2.702022625282231e-13,33.219280948873624,0.0009417923697867536,11.541799851225509,0.0030315605001973722,10.786544659979048,0.0020252670967622066,10.758949099594915,0.003343528733587675,9.896449959975278,0.02426488784393399,8.24385779117714,0.11705809266763367,6.256134697915577,0.2876568873530232,4.554686572643142,0.34316188165314543,3.5813308514233597,1.012292829384349e-31,0,0,1.5577384576355589e-27,0.0,0.0,0.0022419316228479147,0,0,9.783252608031034e-05,0.0,0.0,0.011432986706495285,0,1,0.0004538176872301847,0.0,0.0,0.0039705513045191765,0,0,0.0015367751475423574,0.0,0.0,0.004518821369856596,0,0,0.0014191358350217342,0.0,0.0,0.00775689072906971,0,0,0.0017614893149584532,0.0,0.0,0.009216200560331345,0,1,0.0016172522446140647,0.0,0.0,0.08496693521738052,0,1,0.0034797124098986387,0.0,0.0,0.13489951193332672,0,1,0.0015192277496680617,0.0,0.0,0.005323567940732491,9.798046634531165e-33,0.0,0.0,0.0012308787554502487,0.0,0.0,0.001844639889895916,0.0,0.0,0.00019884377252310514,0.0,0.0,0.0006067968206480145,0.0,0.0,0.002776629524305463,0.0,0.0,0.00421948404982686,0.0,0.0,0.003119194181635976,0.0,0.0,0.007261999417096376,0.0,1.0
one in the eye for,non-compositional,idiomem,1.0,4,0.10548439327976666,0.0013528427807614207,0.400672972202301,6.08883793882835,5.4966892360235566e-09,31.27419382958208,0.001361830818495946,10.816470033211282,0.0010422386212667334,11.526408620079765,0.0008850121212162776,11.452098693603475,0.0007897015293565346,12.287442922445496,0.0020965494081792713,12.375097151206345,0.009356423066037678,11.55806706214187,0.03793954886714346,9.170398852851733,0.09460939542623237,6.307453530065982,2.1984584819279007e-08,0,0,1.8158985057824262e-13,0.0,0.0,0.004574363585561514,0,1,8.05112867965363e-05,0.0,0.0,0.0035704525653272867,0,1,2.61269469774561e-05,0.0,0.0,0.002964848419651389,0,0,2.1537087377510034e-05,0.0,0.0,0.0028611139860004187,0,0,1.5081713172548916e-05,0.0,0.0,0.008162584155797958,0,0,7.959232789289672e-06,0.0,0.0,0.03712237626314163,0,1,1.02012709248811e-05,0.0,0.0,0.15034446120262146,0,1,1.2339640306890942e-05,0.0,0.0,0.36047351360321045,1,1,2.5702536731841974e-05,0.0,0.0,0.00010684868114670583,5.082464440420154e-07,0.0,1.0,0.0006487827049568295,0.0,0.0,0.00025068511604331434,0.0,0.0,0.00010345249029342085,0.0,0.0,4.572914622258395e-05,0.0,0.0,3.7396377592813224e-05,0.0,0.0,3.9576094422955066e-05,0.0,0.0,7.638019451405853e-05,0.0,0.0,0.00023172803048510104,0.0,0.0
birds of a feather,non-compositional,idiomem,1.0,3,0.2614848663409551,0.03185771033167839,0.7166779637336731,3.4173095753356257,2.7809886313686134e-11,33.219280948873624,0.0019725790868202844,9.60818314372797,0.001948958922487994,9.232200512403596,0.0032993246180315814,9.020482543788612,0.04804873082321137,7.46355747509584,0.266639733784056,6.484545562328852,0.32399094399685663,6.200022526410746,0.3194258810641865,5.354846846368848,0.2630635915944974,3.470680420901996,8.342849328046853e-11,0,0,2.2222985103059582e-15,0.0,0.0,0.003085511503741145,0,1,8.432000322500244e-05,0.0,0.0,0.0009885001927614212,0,0,0.0005098310648463666,0.0,0.0,0.0003865123726427555,0,0,0.00046713437768630683,0.0,0.0,0.0005787158152088523,0,0,0.004032806493341923,0.0,0.0,0.0002712614950723946,0,0,0.004144948907196522,0.0,0.0,0.001114807790145278,0,0,0.013318454846739769,0.0,1.0,0.006781711243093014,0,1,0.0016171023016795516,0.0,0.0,0.0353546179831028,0,1,0.0003660873044282198,0.0,0.0,0.0003660873044282198,,,,,,,,,,,,,,,,,,,,,,,,,,,
make a virtue of necessity,non-compositional,idiomem,1.0,4,0.37857742391497595,0.00018443979206494987,0.8489240407943726,4.97843624998499,3.557316240148536e-16,33.219280948873624,0.0020080344880852863,12.257865055333513,0.0008245779205253712,12.655178059048996,0.00035674863806889334,12.352717618203032,0.007546904326773074,10.803033647263685,0.05925175590255094,9.665645363170409,0.1921392312488024,7.498336798483743,0.4267836125291069,5.924407582189941,0.3444752378236444,5.2279126227352535,3.6889306586417405e-16,0,0,1.2033850305126492e-10,0.0,0.0,3.5857542570738588e-06,0,0,0.0001393690035911277,0.0,0.0,2.944673269666964e-06,0,0,2.6645879188436083e-05,0.0,0.0,1.5245967915689107e-05,0,0,3.34959477186203e-05,0.0,0.0,0.00011715308210114017,0,0,3.48509092873428e-05,0.0,0.0,0.0001446321257390082,0,0,3.9079564885469154e-05,0.0,0.0,9.130781108979136e-05,0,0,2.6134586732950993e-05,0.0,0.0,0.0001356129941996187,0,0,6.525873322971165e-05,0.0,0.0,0.00017327511159237474,0,0,9.989296813728288e-05,0.0,0.0,3.5115717452072204e-05,1.2550954371076938e-16,0.0,0.0,3.4691689506871626e-05,0.0,0.0,2.1652373106917366e-05,0.0,0.0,1.7616684999666177e-05,0.0,0.0,2.9005499527556822e-05,0.0,0.0,4.3824652493640315e-06,0.0,0.0,2.284730271640001e-06,0.0,0.0,3.0521916869474808e-06,0.0,0.0,5.435581442725379e-06,0.0,0.0
play to the gallery,non-compositional,idiomem,1.0,3,0.018311170356658597,0.00021630723495036364,0.05093086138367653,8.171641971987052,3.628112041598195e-09,30.963911081752304,0.0008151409456331749,11.579910775812673,0.0006091179287371536,11.727466479702393,0.0009556682440840328,11.553090422494444,0.0004232931878505042,13.39612451299943,0.0008014916808557851,12.62655041954123,0.0017264855196117423,11.207698243197676,0.004903225912130438,9.922376773257513,0.016690372794982977,8.380947400407706,1.0884336099081793e-08,0,0,2.3153342798917656e-15,0.0,0.0,0.0021105974446982145,0,0,4.420692857820541e-05,0.0,0.0,0.001524516148492694,0,0,9.822343417908996e-05,0.0,0.0,0.0025833549443632364,0,0,0.00010224295692751184,0.0,0.0,0.001175292651169002,0,0,3.401467256480828e-05,0.0,0.0,0.0023209538776427507,0,0,6.306182058324339e-06,0.0,0.0,0.004927649628371,0,0,4.816045930056134e-06,0.0,0.0,0.014060973189771175,0,0,2.210781303801923e-06,0.0,0.0,0.04720195755362511,0,1,1.9703404632309685e-06,0.0,0.0,1.9703404632309685e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
sell like hot cakes,non-compositional,idiomem,1.0,3,0.22977050108481004,3.722199107869528e-05,0.44960513710975647,5.975879577051036,2.626463570413403e-21,33.219280948873624,0.0005368634156184271,11.63217693652235,0.0005575098148256075,12.074645547081772,0.0005068601867606048,12.910175496299422,0.0034273830156810923,12.425658944428827,0.007471588082656429,12.178078681889604,0.006773834182240535,11.060855458379407,0.02371692613663375,8.678283636938172,0.0988584001364264,6.663058756315931,7.879367893804252e-21,0,0,7.740918639752385e-22,0.0,0.0,0.0002548554039094597,0,0,0.00017294973076786846,0.0,0.0,0.0009913729736581445,0,0,5.2284922276157886e-05,0.0,0.0,0.00023570872144773602,0,0,7.504331733798608e-05,0.0,0.0,0.00020120070257689804,0,0,4.6319026296259835e-05,0.0,0.0,0.0003909811202902347,0,0,9.807157766772434e-06,0.0,0.0,0.0026935331989079714,0,0,1.887185499072075e-05,0.0,0.0,0.028673987835645676,0,1,1.4088199350226205e-05,0.0,0.0,0.12555600702762604,0,1,1.6270201740553603e-05,0.0,0.0,1.6270201740553603e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
drop someone a line,non-compositional,idiomem,1.0,3,0.016358302151161297,1.6579339217059896e-06,0.04716124385595322,10.879711574698073,2.7564915751144055e-13,33.219280948873624,0.0001543577594323627,14.631360870974087,0.00011403974997392652,15.605095066337109,0.00013468355624960773,15.121139443629403,0.0003181006216361008,15.318225962667688,0.0006068681045879506,14.377105528348936,0.001073393747068015,12.85047028457042,0.002997223405069841,11.926651170898497,0.013219067008700828,10.459094648364358,2.104661871591158e-20,0,0,2.5977468865688367e-23,0.0,0.0,5.7263445341959596e-05,0,0,0.00013871589908376336,0.0,0.0,1.5600551705574617e-05,0,0,4.78891161037609e-05,0.0,0.0,2.474850589351263e-05,0,0,4.234602238284424e-05,0.0,0.0,1.1445023119449615e-05,0,0,9.089194463740569e-06,0.0,0.0,7.026596722425893e-05,0,0,8.65001402416965e-06,0.0,0.0,0.0005429990706034005,0,0,9.625278835301287e-06,0.0,0.0,0.0007793231052346528,0,0,8.04017690825276e-06,0.0,0.0,0.0025744314771145582,0,0,6.736787781846942e-06,0.0,0.0,6.736787781846942e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
smell of the lamp,non-compositional,idiomem,1.0,3,0.23873654147610068,0.0005133566446602345,0.5960444211959839,4.912448198143037,4.324079501104852e-11,33.094138719276025,0.005341641859558877,9.80793254280045,0.005299110630100283,10.068942503164166,0.009984998595124731,8.851944149355239,0.015697746755904518,8.480927351823485,0.02939657143239553,7.709173461505254,0.060633894342269436,7.6721716756405085,0.22527449375290112,6.266975090590204,0.24905388405507742,5.076084061999203,1.2972231622221386e-10,0,0,2.196080087731359e-16,0.0,0.0,0.004782945849001408,1,1,1.6932877770159394e-05,0.0,0.0,0.0009949230588972569,0,0,4.4532538595376536e-05,0.0,0.0,0.001188546884804964,0,0,0.00012799243268091232,0.0,0.0,0.003163713961839676,0,0,3.077459768974222e-05,0.0,0.0,0.004546243231743574,0,0,8.531253115506843e-06,0.0,0.0,0.002769696759060025,0,0,3.058423089896678e-06,0.0,0.0,0.014097226783633232,0,0,1.0309132449037861e-05,0.0,0.0,0.08579936623573303,1,1,7.702591392444447e-05,0.0,0.0,7.702591392444447e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
